District_Name,UnitName,FIRST_YEAR,LAST_YEAR,YEARS_RECORDED,TOTAL_FIRs,HEINOUS_FIRs,NON_HEINOUS_FIRs,HEINOUS_RATIO,FIRs_PER_YEAR,CRIME_VOLUME_SCALED,RISK_SCORE_NORM,SAFETY_INDEX,Latitude_mean,Longitude_mean,RISK_LEVEL
MANDYA,K.M. DODDI PS,2020,2024,4,245,133,112,1,33.25,0.074211045,0.074211045,92.58,12.4812383,77.0350625,LOW
MANDYA,HALAGUR PS,2022,2024,3,192,104,88,1,34.67,0.077470962,0.077470962,92.25,12.47615571,77.11504589,LOW
MANDYA,MELUKOTE PS,2023,2024,2,135,71,64,1,35.5,0.07938856,0.07938856,92.06,12.6408889,76.64283808,LOW
MANDYA,MADDUR PS,2019,2024,6,417,219,198,1,36.5,0.081689678,0.081689678,91.83,12.56457808,77.05688216,LOW
MANDYA,MANDYA TRAFFIC PS,2019,2024,6,430,233,197,1,38.83,0.087058952,0.087058952,91.29,12.52642362,76.89420278,LOW
MANDYA,KIKKERI PS,2022,2024,3,224,118,106,1,39.33,0.088209511,0.088209511,91.18,12.57515733,76.31420037,LOW
MANDYA,BELLUR PS,2022,2024,3,209,119,90,1,39.67,0.088976551,0.088976551,91.1,12.97732187,76.73247493,LOW
MANDYA,SRIRANGAPATNA RURAL PS,2019,2024,4,298,168,130,1,42,0.094345825,0.094345825,90.57,12.42513614,76.68341478,LOW
MANDYA,MANDYA EAST PS,2019,2024,4,404,209,195,1,52.25,0.117932281,0.117932281,88.21,12.52857263,76.9034628,LOW
MANDYA,SRIRANGAPATNA PS,2020,2024,3,300,163,137,1,54.33,0.122726277,0.122726277,87.73,12.43951615,76.64927831,LOW
MANDYA,MANDYA RURAL PS,2019,2024,4,508,273,235,1,68.25,0.154750164,0.154750164,84.52,12.51572916,76.87592862,MEDIUM
MANDYA,PANDAVAPURA PS,2019,2024,5,774,418,356,1,83.6,0.190072321,0.190072321,80.99,12.50463496,76.66097321,MEDIUM
MANDYA,K.R. PET RURAL PS,2023,2024,2,327,172,155,1,86,0.195595003,0.195595003,80.44,12.63550765,76.47632331,MEDIUM
MANGALURU CITY,CEN CRIME PS MANGALURU CITY,2022,2024,3,172,86,86,1,28.67,0.063664256,0.063664256,93.63,12.91929952,74.85893977,LOW
MANGALURU CITY,E AND N CRIME PS MANGALURU CITY,2019,2022,4,254,127,127,1,31.75,0.070759369,0.070759369,92.92,12.87394057,74.85331726,LOW
MANGALURU CITY,MANGALORE WEST TRAFFIC PS,2019,2024,6,441,237,204,1,39.5,0.088593031,0.088593031,91.14,12.88085356,74.83728373,LOW
MANGALURU CITY,BARKE PS,2019,2024,6,537,275,262,1,45.83,0.103166776,0.103166776,89.68,12.88458565,74.83400311,LOW
MANGALURU CITY,MANGALORE WOMEN PS,2019,2024,6,446,291,155,1,48.5,0.10930309,0.10930309,89.07,12.88782124,74.84590728,LOW
MANGALURU CITY,MANGALORE RURAL PS,2019,2024,6,741,380,361,1,63.33,0.143436336,0.143436336,85.66,12.90316419,74.90993518,MEDIUM
MANGALURU CITY,PANAMBUR PS,2019,2024,6,764,394,370,1,65.67,0.14880561,0.14880561,85.12,12.92182544,74.81674062,MEDIUM
MANGALURU CITY,MANGALORE NORTH PS,2016,2024,7,941,483,458,1,69,0.156476003,0.156476003,84.35,12.8694634,74.83836201,MEDIUM
MANGALURU CITY,MULKI PS,2019,2024,6,847,444,403,1,74,0.167981591,0.167981591,83.2,13.07485491,74.80274129,MEDIUM
MANGALURU CITY,KANKANADY TOWN PS,2019,2024,6,872,452,420,1,75.33,0.171049748,0.171049748,82.9,12.87370404,74.8785101,MEDIUM
MANGALURU CITY,KAVOOR PS,2019,2024,6,877,454,423,1,75.67,0.171816787,0.171816787,82.82,12.92164187,74.85250891,MEDIUM
MANGALURU CITY,BAJPE PS,2018,2024,7,1028,540,488,1,77.14,0.175213675,0.175213675,82.48,12.95591979,74.8875186,MEDIUM
MANGALURU CITY,URVA PS,2019,2024,6,896,466,430,1,77.67,0.176419023,0.176419023,82.36,12.80853459,74.75445003,MEDIUM
MANGALURU CITY,MANGALORE SOUTH PS,2016,2024,9,1367,707,660,1,78.56,0.178464461,0.178464461,82.15,12.84446102,74.82432613,MEDIUM
MANGALURU CITY,KONAJE PS,2019,2024,6,932,479,453,1,79.83,0.181404778,0.181404778,81.86,12.77694571,74.88551166,MEDIUM
MANGALURU CITY,ULLAL PS,2018,2024,7,1164,605,559,1,86.43,0.196581197,0.196581197,80.34,12.75357244,74.8050154,MEDIUM
MANGALURU CITY,SURATHKAL PS,2019,2024,6,1014,528,486,1,88,0.200197239,0.200197239,79.98,12.94587959,74.76013741,MEDIUM
MANGALURU CITY,MANGALORE EAST PS,2018,2024,7,1242,639,603,1,91.29,0.207758054,0.207758054,79.22,12.87612902,74.85207232,MEDIUM
MANGALURU CITY,MANGALORE EAST TRAFFIC PS,2019,2024,6,1329,702,627,1,117,0.266929652,0.266929652,73.31,12.8731211,74.85200202,MEDIUM
MANGALURU CITY,TRAFFIC NORTH POLICE STATION,2017,2024,8,1976,1087,889,1,135.88,0.310363248,0.310363248,68.96,12.95759586,74.79401969,HIGH
MANGALURU CITY,MOODABIDRE PS,2019,2024,6,1708,891,817,1,148.5,0.339414859,0.339414859,66.06,13.07808726,74.96310468,HIGH
MANGALURU CITY,TRAFFIC SOUTH POLICE STATION,2019,2024,6,2084,1136,948,1,189.33,0.433377164,0.433377164,56.66,12.7808356,74.82581778,HIGH
MYSURU CITY,E AND N CRIME PS MYSURU CITY,2019,2019,1,4,2,2,1,2,0.002301118,0.002301118,99.77,12.30518,76.64787,LOW
MYSURU CITY,ASHOKPURAM PS,2019,2024,6,237,124,113,1,20.67,0.045255314,0.045255314,95.47,12.2860844,76.6332104,LOW
MYSURU CITY,SARASWATHIPURAM PS,2019,2024,6,252,132,120,1,22,0.048323471,0.048323471,95.17,12.30797871,76.60779001,LOW
MYSURU CITY,KUVEMPUNAGAR PS,2019,2024,6,327,170,157,1,28.33,0.062897217,0.062897217,93.71,12.28459204,76.6221497,LOW
MYSURU CITY,LAXMIPURAM PS,2019,2024,6,359,187,172,1,31.17,0.06941705,0.06941705,93.06,12.30086032,76.64262461,LOW
MYSURU CITY,DEVERAJA TRAFFIC PS,2019,2024,6,429,226,203,1,37.67,0.084374315,0.084374315,91.56,12.31097268,76.65314447,LOW
MYSURU CITY,JAYALAKSHMIPURAM PS,2019,2024,6,456,238,218,1,39.67,0.088976551,0.088976551,91.1,12.32012109,76.62465042,LOW
MYSURU CITY,CEN CRIME PS MYSURU CITY,2021,2024,3,260,130,130,1,43.33,0.097413982,0.097413982,90.26,12.30706638,76.66325773,LOW
MYSURU CITY,DEVARAJA PS,2019,2024,6,613,312,301,1,52,0.117357002,0.117357002,88.26,12.31051242,76.63713554,LOW
MYSURU CITY,KRISHNARAJA PS,2019,2024,6,621,321,300,1,53.5,0.120808679,0.120808679,87.92,12.26661247,76.42560555,LOW
MYSURU CITY,MANDI PS,2019,2024,6,634,329,305,1,54.83,0.123876835,0.123876835,87.61,12.31770871,76.62560066,LOW
MYSURU CITY,METAGALLI PS,2019,2024,6,623,331,292,1,55.17,0.124643875,0.124643875,87.54,12.35428991,76.63581602,LOW
MYSURU CITY,V.V. PURAM PS,2019,2024,6,638,331,307,1,55.17,0.124643875,0.124643875,87.54,12.33024071,76.63294831,LOW
MYSURU CITY,VIJAYANAGAR PS,2019,2024,6,624,333,291,1,55.5,0.125410914,0.125410914,87.46,12.3500237,76.59172396,LOW
MYSURU CITY,LASHKAR PS,2019,2024,6,667,346,321,1,57.67,0.130396669,0.130396669,86.96,12.3010172,76.63077146,LOW
MYSURU CITY,MYSURU CITY WOMEN PS,2018,2024,7,817,410,407,1,58.57,0.132478632,0.132478632,86.75,12.31583411,76.65571111,LOW
MYSURU CITY,HEBBAL PS,2019,2024,6,686,358,328,1,59.67,0.134998904,0.134998904,86.5,12.34974569,76.61068229,MEDIUM
MYSURU CITY,VIDYARANYARPURAM PS,2019,2024,6,720,377,343,1,62.83,0.142285777,0.142285777,85.77,12.27230968,76.64546571,MEDIUM
MYSURU CITY,ALANAHALLY PS,2019,2024,6,765,398,367,1,66.33,0.150339689,0.150339689,84.97,12.29900315,76.70334587,MEDIUM
MYSURU CITY,NAZARBAD PS,2019,2024,6,841,431,410,1,71.83,0.162995836,0.162995836,83.7,12.30059769,76.53578091,MEDIUM
MYSURU CITY,NARASIMHARAJA TRAFFIC PS,2017,2024,7,931,507,424,1,72.43,0.164365549,0.164365549,83.56,12.34206003,76.65767896,MEDIUM
MYSURU CITY,UDAYAGIRI PS,2018,2024,7,1049,548,501,1,78.29,0.177843524,0.177843524,82.22,12.32075831,76.67872439,MEDIUM
MYSURU CITY,NARASIMHARAJA PS,2019,2024,6,1295,670,625,1,111.67,0.254657024,0.254657024,74.53,12.33807313,76.66162384,MEDIUM
MYSURU CITY,SIDDARTHANAGAR TRAFFIC PS,2019,2024,6,1304,719,585,1,119.83,0.273449485,0.273449485,72.66,12.30787945,76.68765078,MEDIUM
MYSURU CITY,KRISHNARAJA TRAFFIC PS,2019,2024,6,1631,923,708,1,153.83,0.351687486,0.351687486,64.83,12.28676915,76.63355164,HIGH
MYSURU CITY,V V PURAM TRAFFIC PS,2019,2024,6,1744,954,790,1,159,0.363576594,0.363576594,63.64,12.3292233,76.61004913,HIGH
MYSURU DIST,MYSURU CEN CRIME PS,2021,2024,3,14,7,7,1,2.33,0.003068157,0.003068157,99.69,12.28990943,76.53119243,LOW
MYSURU DIST,TALAKADU PS,2020,2024,4,115,62,53,1,15.5,0.033366206,0.033366206,96.66,12.19685526,77.03064311,LOW
MYSURU DIST,NANJANAGUDU TOWN PS,2019,2024,5,159,85,74,1,17,0.036817883,0.036817883,96.32,12.11891945,76.32193532,LOW
MYSURU DIST,MYSURU WOMEN PS,2019,2024,5,148,95,53,1,19,0.041420118,0.041420118,95.86,12.21174384,76.09103958,LOW
MYSURU DIST,ANTHARASANTHE PS,2019,2024,4,155,83,72,1,20.75,0.045447074,0.045447074,95.46,12.05337001,76.3065264,LOW
MYSURU DIST,SARAGUR PS,2022,2024,3,161,85,76,1,28.33,0.062897217,0.062897217,93.71,12.00989155,76.39727494,LOW
MYSURU DIST,KOWLANDE PS,2019,2024,4,258,140,118,1,35,0.078238001,0.078238001,92.18,12.08218188,76.72774537,LOW
MYSURU DIST,BILIGERE PS,2019,2024,4,292,153,139,1,38.25,0.085716634,0.085716634,91.43,12.14635503,76.40353238,LOW
MYSURU DIST,HUNUSUR TOWN PS,2020,2024,5,368,201,167,1,40.2,0.090203813,0.090203813,90.98,12.30812922,76.2896076,LOW
MYSURU DIST,BYLAKUPPE PS,2019,2024,6,478,256,222,1,42.67,0.095879904,0.095879904,90.41,12.4218992,75.9955061,LOW
MYSURU DIST,H.D. KOTE PS,2019,2024,6,507,272,235,1,45.33,0.102016217,0.102016217,89.8,12.1240816,76.32066708,LOW
MYSURU DIST,JAYAPURA PS,2019,2024,6,530,286,244,1,47.67,0.107385492,0.107385492,89.26,12.21952459,76.55140826,LOW
MYSURU DIST,YELAWALA PS,2019,2024,6,566,298,268,1,49.67,0.111987727,0.111987727,88.8,12.31590572,76.46586096,LOW
MYSURU DIST,BETTADAPURA PS,2019,2024,6,629,333,296,1,55.5,0.125410914,0.125410914,87.46,12.46779975,76.1070504,LOW
MYSURU DIST,NANJANGUDU TRAFFIC PS,2019,2024,5,520,297,223,1,59.4,0.134385273,0.134385273,86.56,12.10986028,76.67430608,MEDIUM
MYSURU DIST,HUNUSUR RURAL PS,2019,2024,6,672,362,310,1,60.33,0.136532983,0.136532983,86.35,12.28974861,76.25965567,MEDIUM
MYSURU DIST,PERIYAPATNA PS,2018,2024,7,766,426,340,1,60.86,0.13773833,0.13773833,86.23,12.33294544,76.10240186,MEDIUM
MYSURU DIST,MYSURU SOUTH PS,2019,2024,6,690,372,318,1,62,0.140368179,0.140368179,85.96,12.22271983,76.3019507,MEDIUM
MYSURU DIST,VARUNA PS,2019,2024,5,620,330,290,1,66,0.14957265,0.14957265,85.04,12.25229866,76.59472374,MEDIUM
MYSURU DIST,BILIKERE PS,2019,2024,6,791,432,359,1,72,0.163379356,0.163379356,83.66,12.3423583,76.4240485,MEDIUM
MYSURU DIST,HULLAHALLI PS,2019,2024,5,737,397,340,1,79.4,0.180407627,0.180407627,81.96,12.05022145,76.53355563,MEDIUM
MYSURU DIST,NANJANAGUDU RURAL PS,2019,2024,4,609,325,284,1,81.25,0.184664694,0.184664694,81.53,12.10456249,76.65437518,MEDIUM
MYSURU DIST,SALIGRAMA PS,2019,2024,6,984,522,462,1,87,0.197896121,0.197896121,80.21,12.56657462,76.29194194,MEDIUM
MYSURU DIST,BANNUR PS,2019,2024,5,918,487,431,1,97.4,0.221827745,0.221827745,77.82,12.32976823,76.86046636,MEDIUM
MYSURU DIST,T. NARASIPURA PS,2019,2024,6,1099,591,508,1,98.5,0.224358974,0.224358974,77.56,12.23161158,76.84105857,MEDIUM
MYSURU DIST,K.R. NAGAR PS,2019,2024,6,2156,1138,1018,1,189.67,0.434144203,0.434144203,56.59,12.4515773,76.35534601,HIGH
RAICHUR,DEVADURGA TRAFFIC PS,2019,2024,6,73,40,33,1,6.67,0.013039667,0.013039667,98.7,16.42620025,76.93131347,LOW
RAICHUR,RAICHUR CEN CRIME PS,2019,2024,6,118,59,59,1,9.83,0.02032654,0.02032654,97.97,16.16485483,77.15087405,LOW
RAICHUR,NETAJINAGAR PS,2019,2024,5,211,111,100,1,22.2,0.048783695,0.048783695,95.12,16.19862911,77.3644931,LOW
RAICHUR,YAPALADINNI PS,2019,2024,6,251,134,117,1,22.33,0.049090511,0.049090511,95.09,16.27653202,77.49339027,LOW
RAICHUR,MARKET YARD PS,2016,2024,8,399,204,195,1,25.5,0.056377383,0.056377383,94.36,16.21666023,77.35060733,LOW
RAICHUR,GABBUR PS,2019,2024,6,302,159,143,1,26.5,0.058678501,0.058678501,94.13,16.31651464,77.1037266,LOW
RAICHUR,SINDANUR TRAFFIC PS,2019,2024,6,258,166,92,1,27.67,0.061363138,0.061363138,93.86,15.77383655,76.75221666,LOW
RAICHUR,IDAPANUR PS,2019,2024,5,260,141,119,1,28.2,0.062590401,0.062590401,93.74,16.0128396,77.43246897,LOW
RAICHUR,RAICHUR TRAFFIC PS,2018,2024,7,454,263,191,1,37.57,0.084155161,0.084155161,91.58,16.2035779,77.3516124,LOW
RAICHUR,SHAKTI NAGAR PS,2019,2024,6,431,227,204,1,37.83,0.084757835,0.084757835,91.52,16.3653362,77.3536613,LOW
RAICHUR,RAICHUR RURAL PS,2019,2024,5,362,195,167,1,39,0.087442472,0.087442472,91.26,16.23447633,77.31571671,LOW
RAICHUR,BALAGANOOR PS,2019,2024,6,503,277,226,1,46.17,0.103933815,0.103933815,89.61,15.9005401,76.77579751,LOW
RAICHUR,JALHALLI PS,2019,2024,6,595,321,274,1,53.5,0.120808679,0.120808679,87.92,16.29107124,76.67011636,LOW
RAICHUR,RAICHUR WEST PS,2019,2024,6,606,323,283,1,53.83,0.121575718,0.121575718,87.84,16.1860527,77.33419252,LOW
RAICHUR,SADAR BAZAR PS,2019,2024,5,526,270,256,1,54,0.121959237,0.121959237,87.8,16.18889799,77.3459125,LOW
RAICHUR,SINDHANOOR TOWN PS,2019,2024,6,621,331,290,1,55.17,0.124643875,0.124643875,87.54,15.76578218,76.7566798,LOW
RAICHUR,SINDANOOR RURAL PS,2019,2024,6,674,369,305,1,61.5,0.13921762,0.13921762,86.08,15.72363761,76.77747174,MEDIUM
RAICHUR,SIRWAR PS,2019,2024,6,693,377,316,1,62.83,0.142285777,0.142285777,85.77,16.13840172,77.02170699,MEDIUM
RAICHUR,MUDGAL PS,2019,2024,6,694,382,312,1,63.67,0.144203375,0.144203375,85.58,15.99413746,76.37667581,MEDIUM
RAICHUR,RAICHUR WOMEN PS,2019,2024,5,526,324,202,1,64.8,0.146811308,0.146811308,85.32,16.15375758,77.33249749,MEDIUM
RAICHUR,YEREGERA PS,2019,2024,6,704,389,315,1,64.83,0.146888012,0.146888012,85.31,16.10072044,77.37591685,MEDIUM
RAICHUR,HUTTI PS,2019,2024,6,716,393,323,1,65.5,0.148422091,0.148422091,85.16,16.17089694,76.50821051,MEDIUM
RAICHUR,KOWTHAL PS,2019,2023,4,488,264,224,1,66,0.14957265,0.14957265,85.04,16.07114253,76.80050636,MEDIUM
RAICHUR,TURVIHAL PS,2019,2024,6,848,458,390,1,76.33,0.173350866,0.173350866,82.66,15.78424991,76.62866386,MEDIUM
RAICHUR,MASKI PS,2019,2024,6,921,503,418,1,83.83,0.190609248,0.190609248,80.94,15.96303129,76.60043706,MEDIUM
RAICHUR,MANVI PS,2019,2024,5,835,457,378,1,91.4,0.208021039,0.208021039,79.2,15.92554822,77.03207629,MEDIUM
RAICHUR,LINGASUGUR PS,2019,2024,6,1441,773,668,1,128.83,0.294159544,0.294159544,70.58,16.16504291,76.49604698,HIGH
RAICHUR,DEVADURGA PS,2019,2024,6,1584,834,750,1,139,0.317554241,0.317554241,68.24,16.37121249,76.86253394,HIGH
RAMANAGARA,KANAKAPURA TRAFFIC PS,2020,2024,3,68,37,31,1,12.33,0.026079334,0.026079334,97.39,12.55597035,77.42101111,LOW
RAMANAGARA,RAMANAGARA CEN CRIME PS,2023,2024,2,60,30,30,1,15,0.032215648,0.032215648,96.78,12.7573388,77.3412487,LOW
RAMANAGARA,IJOOR PS,2020,2024,5,174,92,82,1,18.4,0.040039448,0.040039448,96,12.72350663,77.274841,LOW
RAMANAGARA,RAMANAGARA TRAFFIC PS,2018,2024,5,191,104,87,1,20.8,0.04556213,0.04556213,95.44,12.74080272,77.289922,LOW
RAMANAGARA,CHANNAPATNA EAST PS,2019,2024,6,249,129,120,1,21.5,0.047172913,0.047172913,95.28,12.65513705,77.2122913,LOW
RAMANAGARA,KANAKAPURA RURAL PS,2021,2024,4,167,90,77,1,22.5,0.04947403,0.04947403,95.05,12.50307028,77.41484321,LOW
RAMANAGARA,RAMANAGARA TOWN PS,2023,2024,2,91,47,44,1,23.5,0.051775148,0.051775148,94.82,12.72100062,77.28392228,LOW
RAMANAGARA,M.K. DODDI PS,2020,2024,5,245,125,120,1,25,0.055226824,0.055226824,94.48,12.36155062,75.92297633,LOW
RAMANAGARA,CHANNAPATNA TOWN PS,2019,2024,6,315,171,144,1,28.5,0.063280736,0.063280736,93.67,12.54905831,77.21460025,LOW
RAMANAGARA,AKKUR PS,2018,2024,5,302,159,143,1,31.8,0.070874425,0.070874425,92.91,12.53789411,77.21437594,LOW
RAMANAGARA,KODIHALLI PS,2020,2024,4,237,128,109,1,32,0.071334648,0.071334648,92.87,12.42149882,77.51833937,LOW
RAMANAGARA,SATHANOOR PS,2020,2024,4,246,134,112,1,33.5,0.074786325,0.074786325,92.52,12.54250101,77.35230426,LOW
RAMANAGARA,CHANNAPATNA RURAL PS,2020,2024,5,337,180,157,1,36,0.080539119,0.080539119,91.95,12.78584151,77.16675703,LOW
RAMANAGARA,KANAKAPURA TOWN PS,2020,2024,5,387,206,181,1,41.2,0.092504931,0.092504931,90.75,12.54928341,77.42245992,LOW
RAMANAGARA,CHANNAPATNA TRAFFIC PS,2020,2024,4,306,166,140,1,41.5,0.093195266,0.093195266,90.68,12.50351295,77.17507672,LOW
RAMANAGARA,RAMANAGARA WOMEN PS,2019,2024,6,396,251,145,1,41.83,0.093962306,0.093962306,90.6,12.71025506,77.31061815,LOW
RAMANAGARA,RAMANAGARA RURAL PS,2021,2024,3,236,127,109,1,42.33,0.095112864,0.095112864,90.49,12.43278872,77.25949542,LOW
RAMANAGARA,MAGADI PS,2020,2024,5,400,221,179,1,44.2,0.099408284,0.099408284,90.06,12.89052536,77.23835779,LOW
RAMANAGARA,KUMBALAGUDU PS,2020,2024,5,412,237,175,1,47.4,0.106771861,0.106771861,89.32,12.87939111,77.43662795,LOW
RAMANAGARA,TAVAREKERE PS,2019,2024,4,427,228,199,1,57,0.12886259,0.12886259,87.11,12.94059307,77.38555898,LOW
RAMANAGARA,BIDADI PS,2020,2024,5,529,287,242,1,57.4,0.129783037,0.129783037,87.02,12.79876232,77.40128915,LOW
RAMANAGARA,KAGGALIPURA PS,2022,2024,3,370,198,172,1,66,0.14957265,0.14957265,85.04,12.80529926,77.49626224,MEDIUM
RAMANAGARA,KUDUR PS,2020,2024,4,529,289,240,1,72.25,0.163954635,0.163954635,83.6,13.07967451,77.18136155,MEDIUM
RAMANAGARA,HAROHALLI PS,2020,2024,5,874,463,411,1,92.6,0.21078238,0.21078238,78.92,12.68011058,77.4702275,MEDIUM
SHIVAMOGGA,JOG PS,2019,2021,3,18,9,9,1,3,0.004602235,0.004602235,99.54,14.218319,74.80162211,LOW
SHIVAMOGGA,SHIVAMOGGA CEN CRIME PS,2022,2024,3,144,72,72,1,24,0.052925707,0.052925707,94.71,13.89052054,75.57224985,LOW
SHIVAMOGGA,NAGARA PS,2019,2024,6,286,150,136,1,25,0.055226824,0.055226824,94.48,13.76487289,75.01804311,LOW
SHIVAMOGGA,KARGAL PS,2019,2024,5,257,136,121,1,27.2,0.060289283,0.060289283,93.97,14.01014873,74.70886702,LOW
SHIVAMOGGA,AGUMBE PS,2017,2024,7,381,204,177,1,29.14,0.064760026,0.064760026,93.52,13.58639725,75.16131294,LOW
SHIVAMOGGA,SHIVAMOGGA WOMEN PS,2019,2024,5,243,176,67,1,35.2,0.078698225,0.078698225,92.13,13.82809113,75.48427645,LOW
SHIVAMOGGA,JAYANAGARA PS,2019,2024,6,408,218,190,1,36.33,0.081306158,0.081306158,91.87,13.92826885,75.56779262,LOW
SHIVAMOGGA,SORABA PS,2019,2024,6,461,252,209,1,42,0.094345825,0.094345825,90.57,14.35820916,75.10299017,LOW
SHIVAMOGGA,SHIRALAKOPPA PS,2019,2024,6,467,258,209,1,43,0.096646943,0.096646943,90.34,14.39035546,75.25395597,LOW
SHIVAMOGGA,BHADRAVATHI OLD TOWN PS,2016,2024,6,506,263,243,1,43.83,0.098564541,0.098564541,90.14,13.84502108,75.6894034,LOW
SHIVAMOGGA,BHADRAVATHI TRAFFIC PS,2019,2024,6,466,265,201,1,44.17,0.09933158,0.09933158,90.07,13.84895126,75.69494984,LOW
SHIVAMOGGA,BHADRAVATHI NEW TOWN PS,2019,2024,6,533,276,257,1,46,0.103550296,0.103550296,89.64,13.80187075,75.64966997,LOW
SHIVAMOGGA,MALUR PS,2019,2024,5,430,230,200,1,46,0.103550296,0.103550296,89.64,13.74015606,75.35909914,LOW
SHIVAMOGGA,RIPPONPET PS,2019,2024,6,540,293,247,1,48.83,0.110070129,0.110070129,88.99,13.93926834,75.23582255,LOW
SHIVAMOGGA,SHIVAMOGGA EAST TRAFFIC PS,2019,2024,5,462,245,217,1,49,0.110453649,0.110453649,88.95,13.93129151,75.58926775,LOW
SHIVAMOGGA,KOTE PS,2019,2024,6,557,295,262,1,49.17,0.110837169,0.110837169,88.92,13.92358183,75.57940945,LOW
SHIVAMOGGA,HOSAMANE PS,2019,2024,6,578,301,277,1,50.17,0.113138286,0.113138286,88.69,13.82838951,75.71398453,LOW
SHIVAMOGGA,ANANDAPURA PS,2023,2024,2,197,102,95,1,51,0.115055884,0.115055884,88.49,14.08955924,75.15942302,LOW
SHIVAMOGGA,ANAVATTI PS,2019,2024,5,489,265,224,1,53,0.11965812,0.11965812,88.03,14.52985285,75.14434225,LOW
SHIVAMOGGA,VINOBANAGARA PS,2019,2024,6,614,330,284,1,55,0.124260355,0.124260355,87.57,13.89710875,75.5256239,LOW
SHIVAMOGGA,PAPER TOWN PS,2019,2024,5,521,282,239,1,56.4,0.12748192,0.12748192,87.25,13.8009671,75.68783738,LOW
SHIVAMOGGA,SHIKARIPURA TOWN PS,2019,2024,6,667,357,310,1,59.5,0.134615385,0.134615385,86.54,14.26196647,75.36038704,MEDIUM
SHIVAMOGGA,HOSANAGARA PS,2019,2024,6,691,363,328,1,60.5,0.136916502,0.136916502,86.31,13.94038652,75.09744835,MEDIUM
SHIVAMOGGA,THIRTHAHALLI PS,2019,2024,6,694,370,324,1,61.67,0.13960114,0.13960114,86.04,13.70311749,75.25725477,MEDIUM
SHIVAMOGGA,SAGAR TOWN PS,2019,2024,6,845,442,403,1,73.67,0.167214552,0.167214552,83.28,14.16298754,75.039911,MEDIUM
SHIVAMOGGA,BHADRAVATHI RURAL PS,2019,2024,6,877,472,405,1,78.67,0.17872014,0.17872014,82.13,13.77191807,75.64921589,MEDIUM
SHIVAMOGGA,KUMSI PS,2019,2024,5,753,411,342,1,82.2,0.186850756,0.186850756,81.31,14.04155906,75.41508252,MEDIUM
SHIVAMOGGA,SHIVAMOGGA RURAL PS,2019,2024,6,954,504,450,1,84,0.190992768,0.190992768,80.9,13.93505158,75.59078311,MEDIUM
SHIVAMOGGA,SHIKARIPURA RURAL PS,2019,2024,6,1043,555,488,1,92.5,0.210552268,0.210552268,78.94,14.24350502,75.36797142,MEDIUM
SHIVAMOGGA,SHIVAMOGGA WEST TRAFFIC PS,2019,2024,5,931,498,433,1,99.6,0.226890204,0.226890204,77.31,13.93397185,75.56016859,MEDIUM
SHIVAMOGGA,SAGAR RURAL PS,2019,2024,5,1020,539,481,1,107.8,0.245759369,0.245759369,75.42,14.15801647,75.08244937,MEDIUM
SHIVAMOGGA,HOLEHONNUR PS,2019,2024,6,1229,660,569,1,110,0.250821828,0.250821828,74.92,13.97323396,75.70656139,MEDIUM
SHIVAMOGGA,DODDAPETE PS,2019,2024,6,1380,721,659,1,120.17,0.274216524,0.274216524,72.58,13.91587639,75.5641473,MEDIUM
SHIVAMOGGA,TUNGA NAGAR PS,2019,2024,6,1468,763,705,1,127.17,0.290324348,0.290324348,70.97,13.85300051,75.54112922,HIGH
TUMAKURU,THIRUMANI PS,2019,2024,6,489,261,228,1,43.5,0.097797502,0.097797502,90.22,14.22698255,77.38515582,LOW
TUMAKURU,BELLAVI PS,2019,2024,6,582,305,277,1,50.83,0.114672365,0.114672365,88.53,13.36819475,77.06641448,LOW
TUMAKURU,KIBBANHALLI PS,2019,2024,6,633,347,286,1,57.83,0.130780188,0.130780188,86.92,13.30109905,76.63949649,LOW
TUMAKURU,TAVAREKERE PS,2019,2024,6,636,351,285,1,58.5,0.132314267,0.132314267,86.77,13.81031024,76.80485139,LOW
TUMAKURU,DANDINA SHIVARA PS,2019,2024,6,641,352,289,1,58.67,0.132697787,0.132697787,86.73,13.23248578,76.72054838,LOW
TUMAKURU,KOLALA PS,2019,2024,6,659,359,300,1,59.83,0.135382424,0.135382424,86.46,13.41766515,77.28547127,MEDIUM
TUMAKURU,ARASIKERE PS,2019,2024,6,682,368,314,1,61.33,0.1388341,0.1388341,86.12,14.11791647,77.0851406,MEDIUM
TUMAKURU,MEDIGESHI PS,2019,2024,6,698,398,300,1,66.33,0.150339689,0.150339689,84.97,13.81196167,77.22617186,MEDIUM
TUMAKURU,BADAVANAHALLI PS,2019,2024,6,762,407,355,1,67.83,0.153791365,0.153791365,84.62,13.69212286,77.09200769,MEDIUM
TUMAKURU,HANDANAKERE PS,2019,2024,6,763,414,349,1,69,0.156476003,0.156476003,84.35,13.4923745,76.47070912,MEDIUM
TUMAKURU,TIPTUR RURAL PS,2017,2024,7,890,484,406,1,69.14,0.156804734,0.156804734,84.32,13.25514377,76.47842154,MEDIUM
TUMAKURU,TUMAKURU CEN CRIME PS,2021,2024,4,566,284,282,1,71,0.161078238,0.161078238,83.89,13.33185936,77.04953254,MEDIUM
TUMAKURU,NEW EXTENTION PS,2019,2024,6,867,464,403,1,77.33,0.175651983,0.175651983,82.43,13.33431989,77.11935991,MEDIUM
